ccode,year,month,meth,firstusers_cmeth_DE,nseizes_cmeth_DE,kg_cmeth_DE,druglabbusts_DE,hospitalizations_CH,offences_meth_gesamt_CH,offences_anbau_herstellung_SF,offenders_anbau_herstellung_SF,offences_besitz_sicherst_SF,offenders_besitz_sicherst_SF,offences_handel_SF,offenders_handel_SF,offences_einfuhr_SF,offenders_einfuhr_SF,offences_handel_gesamt,offenders_handel_gesamt,offences_konsum_gesamt,offenders_konsum_gesamt,offences_besitz_sst_gesamt,offenders_besitz_sst_gesamt,offences_anbau_herst_gesamt,offenders_anbau_herst_gesamt,offences_schmuggel_gesamt,offenders_schmuggel_gesamt,offences_meth_AT
AT,2004,1,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,2,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,3,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,4,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,5,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,6,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,7,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,8,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,9,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,10,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,11,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2004,12,0,,,,,,,,,,,,,,,,,,,,,,,,,102
AT,2005,1,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,2,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,3,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,4,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,5,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,6,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,7,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,8,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,9,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,10,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,11,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2005,12,0,,,,,,,,,,,,,,,,,,,,,,,,,131
AT,2006,1,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,2,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,3,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,4,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,5,100,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,6,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,7,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,8,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,9,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,10,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,11,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2006,12,0,,,,,,,,,,,,,,,,,,,,,,,,,136
AT,2007,1,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,2,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,3,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,4,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,5,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,6,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,7,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,8,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,9,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,10,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,11,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2007,12,0,,,,,,,,,,,,,,,,,,,,,,,,,198
AT,2008,1,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,2,58,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,3,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,4,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,5,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,6,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,7,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,8,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,9,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,10,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,11,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2008,12,0,,,,,,,,,,,,,,,,,,,,,,,,,109
AT,2009,1,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,2,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,3,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,4,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,5,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,6,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,7,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,8,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,9,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,10,66,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,11,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2009,12,0,,,,,,,,,,,,,,,,,,,,,,,,,187
AT,2010,1,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,2,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,3,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,4,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,5,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,6,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,7,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,8,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,9,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,10,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,11,84,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2010,12,0,,,,,,,,,,,,,,,,,,,,,,,,,294
AT,2011,1,93,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,2,109,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,3,23,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,4,55,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,5,130,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,6,130,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,7,142,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,8,119,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,9,108,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,10,133,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,11,95,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2011,12,95,,,,,,,,,,,,,,,,,,,,,,,,,510
AT,2012,1,107,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,2,103,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,3,80,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,4,112,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,5,104,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,6,88,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,7,111,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,8,96,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,9,125,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,10,86,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,11,88,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2012,12,132,,,,,,,,,,,,,,,,,,,,,,,,,837
AT,2013,1,97,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,2,118,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,3,129,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,4,117,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,5,97,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,6,111,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,7,100,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,8,104,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,9,171,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,10,174,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,11,172,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2013,12,193,,,,,,,,,,,,,,,,,,,,,,,,,1337
AT,2014,1,141,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,2,105,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,3,166,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,4,175,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,5,139,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,6,141,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,7,118,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,8,125,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,9,109,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,10,128,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,11,152,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2014,12,87,,,,,,,,,,,,,,,,,,,,,,,,,1159
AT,2015,1,119,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,2,154,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,3,118,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,4,83,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,5,113,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,6,86,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,7,75,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,8,102,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,9,85,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,10,80,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,11,108,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2015,12,80,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2016,1,102,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2016,2,20,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2003,1,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,2,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,3,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,4,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,5,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,6,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,7,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,8,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,9,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,10,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,11,,,,,,,,,,,,,,,,,,,,,,,,,,108
AT,2003,12,,,,,,,,,,,,,,,,,,,,,,,,,,108
CH,2004,1,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,2,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,3,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,4,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,5,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,6,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,7,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,8,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,9,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,10,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,11,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2004,12,0,,,,,46,23,,,,,,,,,7,,16,,,,,,,,
CH,2005,1,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,2,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,3,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,4,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,5,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,6,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,7,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,8,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,9,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,10,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,11,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2005,12,0,,,,,52,41,,,,,,,,,9,,32,,,,,,,,
CH,2006,1,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,2,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,3,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,4,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,5,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,6,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,7,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,8,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,9,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,10,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,11,100,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2006,12,0,,,,,52,59,,,,,,,,,16,,43,,,,,,,,
CH,2007,1,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,2,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,3,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,4,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,5,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,6,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,7,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,8,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,9,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,10,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,11,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2007,12,0,,,,,77,94,,,,,,,,,28,,66,,,,,,,,
CH,2008,1,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,2,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,3,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,4,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,5,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,6,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,7,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,8,78,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,9,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,10,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,11,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2008,12,0,,,,,50,136,,,,,,,,,43,,93,,,,,,,,
CH,2009,1,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,2,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,3,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,4,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,5,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,6,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,7,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,8,72,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,9,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,10,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,11,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2009,12,0,,,,,78,165,0,0,0,0,14,13,1,1,45,41,84,76,28,29,0,0,8,7,
CH,2010,1,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,2,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,3,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,4,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,5,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,6,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,7,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,8,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,9,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,10,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,11,44,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2010,12,0,,,,,74,164,2,2,5,5,25,25,10,10,44,41,65,60,37,34,2,2,16,16,
CH,2011,1,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,2,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,3,34,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,4,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,5,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,6,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,7,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,8,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,9,98,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,10,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,11,112,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2011,12,0,,,,,92,136,0,0,3,3,6,6,3,2,19,19,50,49,56,54,1,1,10,9,
CH,2012,1,26,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,2,0,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,3,27,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,4,0,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,5,31,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,6,31,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,7,153,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,8,110,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,9,98,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,10,0,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,11,76,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2012,12,161,,,,,101,216,0,0,5,4,8,8,1,1,26,25,93,85,85,80,1,1,11,10,
CH,2013,1,104,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,2,112,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,3,148,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,4,99,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,5,108,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,6,130,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,7,114,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,8,114,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,9,175,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,10,174,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,11,161,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2013,12,195,,,,,133,184,0,0,2,2,11,8,4,3,42,39,59,57,70,65,0,0,13,11,
CH,2014,1,164,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,2,110,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,3,163,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,4,123,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,5,107,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,6,166,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,7,160,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,8,156,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,9,121,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,10,107,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,11,139,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2014,12,116,,,,,,330,0,0,7,7,30,29,2,2,84,74,125,109,105,94,1,1,15,15,
CH,2015,1,155,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,2,116,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,3,140,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,4,100,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,5,132,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,6,109,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,7,111,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,8,158,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,9,108,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,10,121,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,11,117,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2015,12,105,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2016,1,148,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2016,2,30,,,,,,,,,,,,,,,,,,,,,,,,,
CH,1999,1,,,,,,46,0,,,,,,,,,0,,0,,,,,,,,
CH,2000,1,,,,,,56,0,,,,,,,,,0,,0,,,,,,,,
CH,2001,1,,,,,,52,0,,,,,,,,,0,,0,,,,,,,,
CH,2002,1,,,,,,42,0,,,,,,,,,0,,0,,,,,,,,
CH,2003,1,,,,,,47,3,,,,,,,,,0,,3,,,,,,,,
CH,1998,1,,,,,,27,0,,,,,,,,,0,,0,,,,,,,,
CH,2002,2,,,,,,42,0,,,,,,,,,0,,0,,,,,,,,
CH,2001,2,,,,,,52,0,,,,,,,,,0,,0,,,,,,,,
CH,1998,2,,,,,,27,0,,,,,,,,,0,,0,,,,,,,,
CH,2003,2,,,,,,47,3,,,,,,,,,0,,3,,,,,,,,
CH,2000,2,,,,,,56,0,,,,,,,,,0,,0,,,,,,,,
CH,1999,2,,,,,,46,0,,,,,,,,,0,,0,,,,,,,,
CH,1999,3,,,,,,46,0,,,,,,,,,0,,0,,,,,,,,
CH,2003,3,,,,,,47,3,,,,,,,,,0,,3,,,,,,,,
CH,2000,3,,,,,,56,0,,,,,,,,,0,,0,,,,,,,,
CH,2002,3,,,,,,42,0,,,,,,,,,0,,0,,,,,,,,
CH,2001,3,,,,,,52,0,,,,,,,,,0,,0,,,,,,,,
CH,1998,3,,,,,,27,0,,,,,,,,,0,,0,,,,,,,,
CH,2003,4,,,,,,47,3,,,,,,,,,0,,3,,,,,,,,
CH,1998,4,,,,,,27,0,,,,,,,,,0,,0,,,,,,,,
CH,2001,4,,,,,,52,0,,,,,,,,,0,,0,,,,,,,,
CH,2000,4,,,,,,56,0,,,,,,,,,0,,0,,,,,,,,
CH,2002,4,,,,,,42,0,,,,,,,,,0,,0,,,,,,,,
CH,1999,4,,,,,,46,0,,,,,,,,,0,,0,,,,,,,,
CH,2003,5,,,,,,47,3,,,,,,,,,0,,3,,,,,,,,
CH,1998,5,,,,,,27,0,,,,,,,,,0,,0,,,,,,,,
CH,2002,5,,,,,,42,0,,,,,,,,,0,,0,,,,,,,,
CH,2000,5,,,,,,56,0,,,,,,,,,0,,0,,,,,,,,
CH,2001,5,,,,,,52,0,,,,,,,,,0,,0,,,,,,,,
CH,1999,5,,,,,,46,0,,,,,,,,,0,,0,,,,,,,,
CH,1998,6,,,,,,27,0,,,,,,,,,0,,0,,,,,,,,
